tuition,pcttop25,sf_ratio,fac_comp,accrate,graduat,pct_phd,fulltime,alumni,num_enrl,public/private
11550,NA,10.2,46600,0.768,38,15,87.97,2,712,1
16640,94,16.6,76100,0.471,90,95,NA,27,2154,1
18420,80,11.9,NA,0.644,72,80,82.79,16,3810,1
14080,36,10.2,43500,0.745,46,57,91.52,21,151,1
19380,77,9.8,68600,0.655,84,90,97.85,24,740,1
9100,41,8.5,NA,0.842,50,48,92.76,26,75,1
17500,61,10.5,65100,0.713,79,94,86.69,35,457,1
11800,46,11.3,41500,0.849,86,71,55.51,21,125,1
18000,95,11.3,64400,0.565,95,92,99.18,55,659,1
13600,25,8.7,NA,0.765,58,39,72.85,17,283,1
8770,40,17.3,NA,0.793,70,58,97.63,17,200,1
15200,51,18,63200,0.664,62,NA,92.3,NA,492,1
11455,29,12.3,NA,0.858,NA,33,69.06,14,319,1
12200,54,14.2,50500,0.838,66,73,96.72,32,282,1
18485,100,9.9,98900,0.156,100,97,95.54,52,1606,1
11475,21,9.1,38700,0.874,NA,32,88.85,23,171,1
11700,33,27.8,NA,0.811,58,71,77.14,18,82,1
9838,29,16.1,71700,0.759,53,81,57.85,NA,1093,0
20100,99,10.1,95100,0.334,94,99,99.38,35,1078,1
5542,21,17.1,61700,0.68,51,73,78.1,NA,1064,0
5542,20,14.7,56000,0.732,57,NA,67.09,26,577,0
5244,28,21.2,NA,0.559,NA,68,62.26,NA,586,0
5542,19,14.2,54600,0.643,57,65,91.03,17,240,0
5542,NA,21,NA,0.797,45,55,62.22,15,1334,0
5542,20,15.7,57800,0.694,65,75,77.46,20,825,0
6797,26,21,59300,0.69,40,60,60.36,14,543,0
19300,79,9,67800,0.73,84,79,97.93,51,526,1
9810,NA,13.5,NA,0.851,77,32,81.8,3,795,1
9744,21,27.7,NA,0.9,NA,83,50.5,NA,218,1
13380,42,12.9,70500,0.714,46,73,52.2,17,2517,1
15190,10,8.9,NA,0.912,67,46,93,26,125,1
12700,38,10.3,51300,0.902,84,81,52.15,37,143,1
16160,53,8.9,59300,0.78,79,74,87.73,33,295,1
18820,88,10.3,74700,0.546,90,85,96.31,44,632,1
6919,37,15,66500,0.776,56,74,74.1,20,1006,0
9438,NA,12.8,46700,0.713,76,55,94.28,NA,519,1
12170,69,13,53900,0.631,97,79,68.59,30,585,1
10584,32,13.3,77700,0.786,60,95,73.06,15,356,1
19701,90,10.3,77700,0.473,92,99,NA,22,1205,1
8566,39,16.7,76200,0.86,68,88,89.35,15,3816,0
8568,29,14.5,68600,0.668,41,86,54.91,10,800,0
18345,96,10.6,77900,0.431,91,94,93.36,51,579,1
8994,21,15.4,68200,0.892,59,74,61.77,15,409,1
18460,55,13.2,60100,0.79,71,92,97.8,41,417,1
13472,25,9.6,50500,0.84,74,74,96.21,40,161,1
19629,96,9,71900,0.297,99,94,98.56,64,526,1
15884,86,15.2,69300,0.836,82,92,97.02,34,682,1
11250,50,12.9,49300,0.768,54,53,91.28,30,336,1
13868,68,13.7,58900,0.906,73,89,98.03,37,489,1
12572,73,15.3,52700,0.852,68,79,97.9,32,385,1
9996,23,11.5,NA,0.623,46,62,82.95,18,322,1
11208,51,12.7,39200,0.834,65,55,61.99,25,219,1
10230,56,14.8,57100,0.848,81,75,96.15,41,913,1
6660,NA,20.4,64800,0.857,70,66,90.46,6,2539,0
10430,39,11.6,36900,0.95,84,55,96.9,6,74,1
5519,NA,12.9,36200,0.75,16,85,43.36,NA,139,1
6360,NA,20.6,60500,0.81,49,74,67.18,9,2242,0
6911,NA,18.2,62800,0.675,57,38,82.55,9,3395,0
6108,60,20.6,60400,0.753,57,64,75.87,9,1561,0
11090,66,12,NA,0.81,79,80,96.43,31,347,1
12275,69,12.5,58500,0.866,72,72,92.33,40,624,1
16179,84,12.4,57100,0.9,74,75,NA,36,338,1
6759,67,15.8,NA,0.802,45,40,51.33,NA,312,1
5040,27,14.7,45900,0.889,57,54,33.93,NA,231,1
8094,75,10.6,42900,NA,23,51,55.23,3,125,1
10658,57,14,73200,0.833,71,93,86.61,9,6180,0
8127,77,17,67100,0.874,65,82,93.03,25,1032,0
6456,28,19.9,55700,0.831,51,47,80.42,NA,522,0
3880,25,22,61900,0.851,51,59,79.3,20,1432,0
9114,56,19.7,71000,0.849,53,88,61.8,13,1173,0
10500,NA,16,39000,0.911,51,53,92.96,NA,296,1
5673,NA,18.2,58000,0.871,40,77,62.63,10,687,0
9240,31,7.2,41800,0.903,47,29,70.5,17,183,1
8600,32,15.4,40000,0.973,49,48,80.96,9,181,1
11130,50,13.5,NA,0.789,51,72,49.22,14,415,1
10116,72,18,58200,0.726,63,80,52.85,9,882,0
9534,55,17.7,55500,0.904,64,70,51.33,2,551,0
7162,44,10.9,66900,0.734,41,85,48.33,NA,1543,0
6940,53,24.7,63300,0.784,55,80,78.63,11,2738,0
11902,30,12.8,45000,0.775,58,65,74.07,31,257,1
4425,36,19.6,53900,0.726,46,57,82.16,16,546,0
19292,93,10.4,65900,0.586,91,81,99.36,60,489,1
12247,62,13.1,46800,0.921,72,70,94.33,26,511,1
12224,51,11.5,42700,0.804,77,63,75.07,32,186,1
11844,60,11.6,43600,0.887,72,54,83.08,33,278,1
11712,53,13.8,50800,0.878,89,80,80.7,13,828,1
10110,61,13.4,49600,0.901,69,NA,97.27,46,829,1
10500,29,12.8,43300,0.947,45,69,85.28,18,139,1
14125,72,12.5,51800,0.81,80,79,97.85,58,634,1
13252,73,13,58300,0.82,65,89,93.03,33,328,1
15909,86,11.9,64500,0.509,77,85,93.85,37,452,1
4300,29,19,58000,0.87,68,57,84.34,11,1547,0
4426,37,18.1,54000,0.886,60,76,84.77,19,1189,0
11328,43,14.5,44100,0.86,NA,45,97.34,16,352,1
4285,33,16.5,60200,0.896,51,58,79.29,31,511,0
4259,34,18.9,57000,0.833,58,70,83.9,10,1921,0
12247,45,12,53200,0.857,70,76,95.92,38,444,1
10800,35,18.8,47300,0.916,78,68,91.46,19,367,1
14350,73,10,54300,0.744,83,82,96.49,31,745,1
8828,45,19,60600,0.746,53,79,82.44,11,1656,0
9843,86,14.6,52200,0.599,51,74,92.3,16,588,0
4200,45,20.2,54700,0.616,58,53,86.93,18,1301,0
6616,NA,14.1,40600,0.633,35,45,90.82,2,481,0
7600,51,15.8,36600,0.794,NA,60,67.96,NA,121,1
3660,NA,11.3,32200,1,66,33,67.44,NA,47,1
4528,48,17.1,41300,0.977,58,49,83.91,16,459,0
4190,NA,15.4,43600,0.683,41,60,87.74,NA,1561,0
11320,61,12.7,47500,0.922,58,82,85.7,38,319,1
5580,57,16.5,NA,0.648,61,77,70.16,18,307,1
4386,46,15.8,40000,0.844,63,49,62.26,8,380,0
9866,57,15.9,54800,0.77,53,77,86.16,20,1609,0
4306,40,18.6,38200,0.389,56,43,91.43,NA,580,0
4000,75,19.6,31800,0.507,49,44,85.25,36,282,1
5010,49,14.5,31800,0.176,53,53,97.14,NA,311,1
4916,47,20.3,53700,0.88,53,81,90.35,14,1669,0
4652,50,18.7,52000,0.717,45,78,86.97,23,1046,0
5115,NA,13.6,NA,0.825,19,36,78.59,12,121,1
8950,43,10.6,37700,0.799,54,57,57.06,20,86,1
7780,32,15.1,37400,0.796,49,50,86.14,NA,210,1
4620,35,19.7,52600,0.876,50,69,83.53,4,1436,0
8294,28,15.3,36400,0.503,37,87,11.43,2,132,1
8000,55,14.1,38800,0.704,51,51,89.86,28,274,1
8730,66,13.2,46000,0.929,67,82,95.69,35,314,1
8390,49,21.5,NA,0.842,62,45,74.43,24,126,1
6572,NA,9.4,45000,0.668,58,NA,94.28,8,182,1
3600,19,14.4,38100,0.997,NA,36,61.07,NA,688,0
9200,33,24.1,39200,0.598,100,65,91.86,9,356,1
9250,51,13.1,44200,0.723,61,52,43.41,13,169,1
3840,50,20.3,47600,0.841,100,52,62.64,9,913,0
8550,35,17.4,35700,0.75,27,35,85.8,16,316,1
3900,30,19,47400,0.991,40,54,71.43,NA,848,0
4856,72,15.7,47300,0.758,76,69,95.5,13,1620,0
3735,29,21.7,46100,0.929,54,62,91.02,23,1257,0
3750,35,18.4,35600,0.833,49,39,45.61,NA,65,1
9490,50,10.7,44800,0.918,79,60,59.91,21,345,1
4680,43,17.1,50800,0.82,45,75,84.02,8,1408,0
7070,32,15.9,NA,1,71,52,64.67,13,642,1
4740,37,19.9,50200,0.859,56,70,79.56,11,3204,0
11690,67,4.6,60000,0.867,67,84,80.06,19,956,1
13900,34,10.9,36400,0.9,59,46,61.28,17,194,1
9057,62,12.7,59200,0.705,58,87,90.33,15,2940,0
9057,77,14.4,68600,0.973,49,88,87.5,23,823,0
9501,64,11.6,57700,0.705,44,98,63.26,8,655,0
7246,54,13.4,57900,0.705,48,71,51.29,15,479,0
18350,93,3.9,73000,0.687,90,91,79.29,31,1254,1
9160,44,20.6,49500,0.695,48,68,52.87,14,226,1
10720,43,12.5,46500,0.835,62,66,94.73,20,184,1
10060,67,11.2,46300,0.825,59,74,94.46,19,315,1
10535,39,12.9,39000,0.928,52,39,87.64,16,227,1
8650,55,14.1,39400,0.93,58,49,77.24,NA,261,1
5100,NA,11.8,36400,1,NA,50,56.59,NA,268,1
5866,23,18.5,43000,0.98,40,70,74.09,NA,596,0
6073,72,16.4,51200,0.951,74,71,77.94,31,320,0
5552,42,17.6,49800,0.81,37,75,89.79,8,1779,0
5879,12,10.6,41100,1,NA,20,74.36,15,611,0
8734,31,11.3,NA,0.7,68,56,86.3,27,270,1
6311,NA,21.7,47400,0.848,30,75,84.82,16,1563,0
5658,NA,16.4,38600,0.681,59,50,43.27,NA,256,0
2670,17,25,47600,1,80,62,78.88,27,547,0
9000,40,8.9,36200,0.754,47,23,38.57,NA,107,1
7896,50,11.1,39300,0.986,80,54,95.26,NA,252,1
10628,60,6.5,52900,0.956,85,85,84.27,32,876,1
9130,36,12.6,36400,0.956,54,46,86.75,25,185,1
9570,47,15.1,43100,0.894,60,67,71.32,42,244,1
9376,52,13,42600,0.867,52,57,96.19,17,262,1
2550,NA,19,50200,0.951,55,59,83.05,NA,1417,0
10300,46,14.5,37100,0.933,56,42,89.28,NA,260,1
4560,NA,19.7,54700,0.938,19,77,53.97,NA,1766,0
9540,64,13.5,48100,0.786,NA,82,84.57,37,382,1
2580,40,20.1,45200,0.715,44,48,67.73,24,458,0
8760,NA,8.5,35400,0.856,48,48,80.11,36,168,1
5595,63,15.1,63500,0.956,53,86,83.84,48,3526,0
2700,21,20.3,48200,1,52,60,85.32,29,724,0
6490,NA,15.4,58900,0.84,54,78,66.81,12,1524,0
6490,50,14.8,53700,NA,37,76,49.88,14,1595,0
14090,NA,12.9,41000,0.853,72,NA,93.92,30,208,1
19545,99,4.7,77400,0.265,98,95,99.19,49,1087,1
13320,14,17.6,51000,0.862,51,50,60.3,16,446,1
13325,15,9.5,42300,0.924,59,42,79.15,25,199,1
10608,17,38.4,59700,0.851,76,34,34.37,NA,292,1
9990,37,12.1,34900,0.855,33,44,61.65,26,107,1
9870,28,12.2,42900,0.798,81,59,33.03,19,141,1
12950,40,14.5,48300,0.741,97,70,95.22,29,514,1
11180,62,17.5,60700,0.784,75,89,88.56,16,2529,0
7870,19,16.1,54200,0.784,61,73,81.77,13,822,0
7870,25,18.8,54800,0.715,NA,82,90.3,22,748,0
8300,NA,14.4,51000,0.831,38,53,65.7,16,268,1
8900,42,13.9,NA,0.597,55,87,44.39,25,213,1
11400,46,9.5,32600,0.846,24,41,42.95,20,90,1
10900,53,11.4,42000,0.809,78,68,33.74,23,122,1
18432,84,10.2,66400,0.734,83,93,93.2,28,321,1
9150,52,12.2,48700,0.807,76,56,58.24,27,127,1
4356,70,22.1,NA,0.375,51,76,57.36,6,695,0
8100,33,11.2,38500,0.667,NA,66,44.1,1,155,1
3946,30,14.9,69200,0.481,26,63,73.25,10,691,0
12480,34,14.2,66900,0.695,54,70,69.09,15,478,1
3648,53,21.5,67200,0.408,58,82,66.8,9,865,0
8832,62,13.5,79900,0.647,72,92,66.79,19,483,0
2875,43,17.2,70000,0.694,40,76,63.37,NA,1105,0
3135,38,23.5,70700,0.485,38,77,72.1,13,1108,0
19900,98,8.4,90100,0.154,99,91,96.88,54,1153,1
13250,31,12.3,67700,0.676,70,84,67.73,23,730,1
7410,62,17.4,87100,0.465,58,90,67.99,16,499,0
12000,36,14.4,67500,0.779,64,81,74.13,15,1000,1
9408,38,12.1,51400,0.88,53,78,62.47,22,530,1
16900,93,19,68500,0.706,79,89,99.14,33,380,1
5391,94,14.4,69000,0.459,81,81,85.14,6,944,0
12500,NA,14,NA,0.885,43,72,81.62,NA,446,1
11138,42,14,NA,0.819,80,40,56.11,7,189,1
3120,38,14.3,NA,0.792,20,24,70.54,NA,27,1
5586,NA,19.6,44600,0.971,34,73,82.47,2,590,0
5148,20,17.4,43900,0.835,28,72,80.93,NA,406,0
5376,73,13.7,54400,0.764,34,99,71.22,11,233,0
6432,NA,19.6,53300,0.777,40,76,73.54,NA,1663,0
4652,25,15.5,NA,1,47,55,74.16,8,470,0
12280,29,12.2,NA,0.88,56,29,68.62,16,512,1
9000,33,12.4,77600,0.82,42,77,30.11,7,410,1
16548,75,11.3,54800,0.823,73,82,94.33,31,472,1
19264,85,10.4,68300,0.439,79,98,98.53,30,285,1
10750,34,14.6,58200,0.769,64,90,87.28,26,753,1
9384,35,14.3,42300,0.892,118,22,98.83,20,527,1
5050,40,15.6,NA,0.834,43,83,66.99,NA,1367,0
5050,45,12.8,NA,0.725,34,78,68.98,10,1269,0
5050,43,14.1,NA,0.519,39,62,57.78,28,1418,0
5250,37,12.5,NA,0.775,46,100,61.11,11,1749,0
15960,68,15.8,70700,0.898,77,95,97.78,32,557,1
19510,75,10.5,67700,0.513,93,95,99.07,45,727,1
11790,46,11.9,45000,0.685,83,75,62.07,35,177,1
10200,NA,37.5,57400,0.793,NA,87,79.74,NA,143,1
9990,57,14.3,45500,0.675,64,66,65.51,28,249,1
18624,96,5.9,91500,0.286,99,97,98.4,21,871,1
17926,95,10.3,65400,0.562,91,83,96.85,33,531,1
9370,40,9.5,38700,0.653,53,50,74.33,NA,101,1
19000,95,6.9,83400,0.373,93,91,NA,22,3286,1
19000,95,6.9,73200,0.373,93,91,NA,22,3286,1
8920,47,14.6,42700,0.715,46,68,76.17,42,157,1
8310,19,12.7,45400,0.914,54,43,46.7,5,108,1
14990,50,21.5,47200,0.717,64,77,68.84,21,345,1
14235,55,14.4,74800,0.684,80,86,74.22,14,942,1
19700,82,9.6,60400,0.568,91,91,98.56,60,454,1
17480,49,12.3,51300,0.828,73,75,95.62,32,430,1
19029,53,12.1,61400,0.774,79,99,99.72,37,500,1
11600,63,13.9,73100,0.789,60,81,82.88,10,1349,1
9990,70,15,42800,0.828,67,85,97.9,24,302,1
7500,13,14.3,33600,0.987,NA,31,69.48,NA,108,1
10690,33,16,58700,0.722,66,66,72.98,14,913,1
14424,52,11.5,55700,0.761,75,58,97.13,25,1368,1
10560,NA,7.2,NA,0.692,55,100,88,NA,18,1
9600,43,13.3,39900,0.826,51,55,93.06,43,174,1
8190,24,7,NA,0.654,NA,100,93.18,NA,53,1
11040,76,13.3,56400,0.816,94,89,76.53,28,425,1
12370,63,13.6,62100,0.711,79,92,91.03,25,563,1
14700,54,11.3,NA,0.78,70,97,84.69,24,212,1
10700,31,17.6,54200,0.67,69,74,84.39,34,830,1
11510,34,10.3,45500,0.684,77,71,66.39,30,117,1
10200,30,11.7,46400,0.77,68,63,55.72,20,239,1
7200,24,13.8,51100,0.908,NA,67,70.2,NA,788,1
8800,40,9.7,49400,0.834,80,38,70.77,13,185,1
8920,41,16.2,41800,0.581,NA,65,82.92,16,143,1
7470,48,15.3,48200,0.594,88,74,73.17,23,238,1
10850,68,13.6,53200,0.843,61,77,73.01,24,266,1
17748,86,7.8,90500,0.533,71,87,81.51,16,2505,1
10320,99,14.2,53700,0.809,65,68,85.18,20,467,1
7950,34,11.6,NA,0.615,55,35,93.73,NA,160,1
11000,70,13.8,72000,0.454,62,90,57.02,10,1522,1
16200,89,10.4,NA,0.748,62,90,86.57,14,302,1
13975,NA,10.8,NA,0.765,58,NA,90.72,10,292,1
17475,82,15.4,79900,0.834,70,94,99.63,21,936,1
10220,NA,13.4,NA,0.919,46,45,89.7,21,212,1
13968,59,10.8,58700,0.807,68,NA,73.57,7,1381,1
7950,NA,23.8,NA,0.952,NA,NA,72.53,NA,269,1
19300,82,6.1,67700,0.557,83,89,90.5,18,263,1
18710,62,12.7,64600,0.635,81,87,89.83,29,591,1
10800,68,14.1,57000,0.652,100,71,81.25,42,628,1
10456,45,17.7,56200,0.882,78,91,92.8,32,375,1
6550,NA,19.3,57300,0.904,45,63,69.21,18,401,1
10570,51,14.5,52400,0.778,66,86,71.36,29,354,1
9400,NA,29.3,NA,0.365,65,72,87.06,NA,2412,1
7350,44,13.6,44600,0.724,74,52,52.5,21,222,1
18720,56,11.5,62700,0.661,85,90,97.56,38,505,1
8650,27,16.1,51500,0.707,67,69,57.82,13,215,1
6550,61,17.4,73900,0.68,74,93,89.2,16,1843,0
6550,94,18,71600,0.426,80,83,92.72,15,1757,0
6550,66,10.5,75100,0.557,57,91,87.82,7,1724,0
6550,34,19,63600,0.489,49,79,80.86,14,904,0
6550,29,18.7,57300,0.661,42,71,78.48,12,1025,0
6550,40,17.8,56300,0.446,53,82,93.54,17,1036,0
6550,48,16.3,58500,0.574,66,82,93.26,10,814,0
6550,93,19.1,52500,0.531,76,79,97.2,25,1143,0
6550,53,15.3,59800,0.43,53,85,75.91,8,656,0
6550,NA,17.1,57100,0.58,60,70,90.55,13,872,0
6550,70,22,57400,0.57,63,69,88.88,21,1464,0
6550,40,17.9,57800,0.646,65,80,91.33,16,853,0
6840,51,15.1,55200,0.727,59,71,93.89,17,650,0
15150,67,11.3,70100,0.693,67,73,98.86,13,2442,1
12680,NA,12.3,52700,0.765,65,64,65.65,7,256,1
18732,84,11.5,66700,0.49,88,94,93.96,49,528,1
17840,75,5.9,73300,0.627,80,93,92.05,23,1243,1
18920,87,9.7,67400,0.529,90,90,96.56,39,653,1
13500,44,13.2,48300,0.717,75,67,91.88,23,417,1
14900,85,8.3,48400,0.755,69,93,95.63,42,130,1
11656,63,16,NA,0.738,71,89,88.26,16,2064,0
2920,54,15.8,59800,0.52,31,72,70.5,NA,500,0
9800,NA,2.3,NA,0.707,NA,55,94.54,NA,129,1
12584,NA,5.2,NA,0.855,63,86,97.89,38,606,1
5050,40,17.6,NA,1,48,71,54.9,1,1433,0
6806,33,16.7,52600,0.642,44,72,87.62,9,1429,0
10800,75,13.1,NA,0.722,55,55,86.39,13,144,1
6806,63,18.3,51800,0.638,70,83,90.57,14,1910,0
5972,74,13,51000,0.557,37,77,65.35,11,394,0
7420,37,13.7,36500,0.834,67,55,69.21,7,229,1
4045,16,13.5,34700,1,34,50,NA,8,480,1
9850,25,15.4,NA,0.849,64,10,83.81,8,452,1
9000,36,13.2,38400,0.782,52,78,84.4,10,129,1
3566,NA,11.7,60400,0.993,NA,51,36.63,5,1717,0
5600,38,12.1,37500,0.7,44,63,97.89,19,193,1
7550,54,21.8,NA,0.642,63,77,72.61,34,657,1
9270,34,13.5,41800,0.813,55,75,91.96,27,291,1
17295,96,12,64400,0.403,94,95,99.63,46,452,1
18590,98,5,86200,0.282,97,95,99.15,44,1583,1
7248,44,13.2,50700,0.686,58,74,88.65,18,2435,0
8325,65,16.1,NA,0.62,55,14,90.12,26,386,1
5030,46,14.1,48900,0.54,51,68,91.93,NA,405,0
8730,71,9.3,39600,0.889,58,92,97.89,17,51,1
9100,39,18.9,45600,0.769,63,70,89.78,34,858,1
6806,16,15.1,49900,0.731,24,75,81.01,10,452,0
8180,36,15.2,37100,0.838,29,65,81.08,12,332,1
8330,31,13,40400,0.813,39,64,67.39,31,176,1
13404,44,15.6,50300,0.877,65,78,82.5,30,326,1
7550,25,17.8,43500,0.814,62,55,85.07,13,347,1
5453,14,14.2,39400,0.691,37,61,96.34,NA,407,1
10100,46,12,42600,0.759,66,88,87.74,20,259,1
4400,47,10.4,29400,0.526,92,53,98.26,16,217,1
6950,38,11.9,37200,0.827,69,60,81.99,17,385,1
6720,58,13.9,43100,0.901,82,77,78.55,33,376,1
8850,51,11.4,37900,0.844,56,73,71.62,NA,296,1
8438,24,11.1,39300,0.848,15,42,94.05,4,103,1
5730,26,15.4,51800,0.745,40,66,81.38,NA,559,0
8242,24,12.7,38900,0.849,52,77,88.49,11,195,1
6360,34,15,50500,0.82,48,77,80.43,5,440,0
8640,25,12.2,40100,0.777,48,62,80.15,13,159,1
11020,62,14,42200,0.76,58,73,53.44,36,154,1
10475,69,11.2,40700,0.848,60,68,71.2,46,132,1
9192,NA,14.4,34500,0.37,69,71,94.25,6,620,1
10375,NA,13.8,NA,0.96,56,79,80.31,NA,170,1
3850,49,14,NA,0.574,56,43,92.49,NA,457,1
8400,78,17.5,61000,0.664,62,92,75.07,21,3176,0
8400,92,8.9,67800,0.41,83,88,93,23,3331,0
7248,62,16.8,53600,0.765,62,79,75.63,7,1730,0
8677,44,15.5,52900,0.796,53,75,80.31,17,1500,0
13850,88,4.3,67400,0.423,89,95,95.31,37,903,1
10000,49,11.4,35200,0.707,63,65,98.52,20,112,1
6390,31,14.6,50600,0.781,55,67,87.63,9,1057,0
7558,67,19.1,51400,0.635,55,82,85.28,15,1449,0
7820,34,13.9,39400,0.821,91,69,88.49,8,383,1
6272,NA,13.5,50000,0.752,46,67,73.45,4,385,1
4486,30,16.5,39700,0.949,46,50,85.31,28,319,0
7620,41,17,NA,0.869,54,51,99.29,21,262,1
6490,34,18,NA,0.912,48,26,83.96,NA,342,1
4486,12,15.7,42900,1,51,68,91.9,11,153,0
4260,NA,20.1,43600,1,NA,44,84.57,NA,681,0
5634,54,15.9,47300,0.81,49,97,85.31,16,1652,0
4286,27,14.9,42500,0.935,40,39,82.03,25,212,0
8450,NA,7.5,37100,0.631,NA,11,86.52,NA,33,1
11431,41,17.4,51500,0.871,66,43,71.23,NA,424,1
10995,61,17.6,58700,0.808,85,68,65.06,20,662,1
9900,50,13.3,39900,0.743,58,76,90.37,19,209,1
7452,45,21.1,64300,0.793,67,81,91.87,14,3076,0
13050,66,12.1,54300,0.791,83,64,63.39,27,449,1
15700,93,2.9,74400,0.814,67,95,85.61,29,713,1
7344,55,15.3,43600,0.834,64,50,96.4,34,616,1
4731,NA,21.1,NA,0.795,NA,49,80.83,36,729,0
6462,19,18.5,60600,0.954,35,91,66.17,6,1304,0
9800,41,11.1,42300,0.777,100,46,48.6,35,238,1
9650,49,14.9,44900,0.817,83,57,84.32,8,228,1
16240,65,11.1,57500,0.897,69,84,99.94,43,553,1
10850,26,12.8,38200,0.807,56,58,69.5,19,174,1
16900,60,11.6,58400,0.825,81,88,99.24,45,533,1
7200,NA,11.8,NA,1,60,80,NA,81,22,1
11800,43,12.4,41300,0.824,NA,51,79.6,22,412,1
3096,15,19.6,43800,0.997,33,53,31.76,NA,871,1
13780,44,12.5,39700,0.931,65,68,79.93,NA,241,1
14067,66,10.6,47400,0.791,79,75,78.43,34,244,1
11700,57,14.5,57600,0.871,89,89,88.99,28,820,1
7854,30,20.8,63600,0.33,46,81,82.86,NA,7425,0
19240,75,11.1,60800,0.695,88,95,99.93,46,408,1
6992,48,9.6,36100,0.965,46,17,27.04,8,32,1
9858,46,17.6,43200,0.867,55,42,86.71,16,428,1
13850,60,13.2,47000,0.596,96,80,83.83,30,342,1
12250,61,16.7,NA,0.829,81,85,90.46,35,458,1
13240,46,13.4,45300,0.831,73,73,94.09,27,375,1
8064,36,8.7,34000,0.787,NA,61,50.27,38,42,1
19670,89,10.1,67300,0.579,83,77,95.57,47,678,1
15990,62,14.5,55000,0.798,83,73,97.43,31,669,1
7629,54,20.4,64800,0.753,64,79,91.9,13,3183,0
16732,65,12.1,62600,0.776,75,93,97.37,32,458,1
12888,57,13.9,45700,0.805,87,62,63.78,30,428,1
7600,21,19,46600,0.869,39,59,65.35,40,254,1
7650,NA,16.7,60300,0.823,43,71,57.33,18,3211,0
8907,57,10.8,68800,0.81,54,89,84.59,6,2408,0
11380,51,14.8,61800,0.832,93,81,89.85,25,1507,1
7441,NA,20.4,60700,0.969,48,81,74.18,5,1527,0
8468,45,15,33300,0.833,NA,68,78.59,10,132,1
9600,47,10.5,36300,0.8,68,39,49.36,15,86,1
8670,92,11.3,43200,0.815,68,42,63.02,33,477,1
6346,54,13.4,NA,0.549,NA,26,NA,NA,227,1
10230,37,13.3,40100,0.849,67,59,69.19,16,225,1
15948,68,12.8,56700,0.879,78,82,93.22,29,575,1
11520,47,13.3,55700,0.921,83,73,72.02,31,695,1
4536,32,18,59700,0.88,50,71,72.46,1,1907,0
6293,NA,20.8,NA,1,44,65,86.76,NA,319,1
4017,39,19.9,43400,0.951,36,55,55.14,NA,1238,1
5950,41,8.4,35800,0.765,NA,38,69.64,NA,81,1
1928,38,22.8,50500,0.939,31,65,62.42,NA,1326,0
3590,39,18.5,45600,0.917,NA,64,85.37,3,520,0
2064,NA,41.7,41500,0.606,NA,69,88.17,NA,400,1
2280,NA,20.2,46400,0.858,25,62,69.99,NA,NA,0
5390,59,15.1,39900,0.898,50,63,70.77,18,484,1
6400,44,16.2,46600,0.986,45,58,86.16,8,351,1
3687,43,23.6,45400,0.982,43,67,70.68,3,208,0
5336,57,15.3,55500,0.865,48,84,88.56,14,2181,0
3274,27,18.1,42500,0.98,29,58,90.52,NA,251,0
10500,50,11.6,38100,0.832,39,58,87.79,19,174,1
3738,50,19.6,44000,0.856,53,55,81.98,9,447,0
3225,NA,NA,48500,NA,NA,NA,86.03,NA,920,0
5173,63,11.5,59300,0.837,44,86,83.88,11,2233,0
11750,68,11.5,62500,0.909,47,94,87.15,10,696,1
9600,40,14.3,43600,0.689,41,56,79.74,NA,81,1
2600,NA,11.9,49200,0.843,NA,60,75.86,NA,356,0
12500,52,13.5,44400,0.897,52,53,96.73,22,294,1
15800,64,12.3,59800,0.754,69,97,96.76,21,482,1
13380,72,17.8,54600,0.761,81,89,64.82,34,458,1
7770,NA,20,47200,0.889,NA,77,95.91,7,695,0
7890,NA,13.9,61500,0.844,45,88,91.75,NA,1637,0
8676,NA,14.7,57200,0.91,41,20,68.68,NA,271,0
14210,71,10.9,46100,0.9,42,76,96.75,22,288,1
19960,80,11.8,60700,0.73,68,90,95.16,37,327,1
7000,NA,17.6,51700,0.838,NA,89,77.25,11,768,0
10602,61,19.7,59400,0.78,54,79,87.91,13,2546,0
12040,58,13.2,53600,0.845,72,92,92.14,17,419,1
7940,NA,12.9,32800,0.777,29,39,84.68,NA,53,1
14800,80,13.3,62100,0.8,68,91,90.94,37,395,1
15595,63,11.3,56200,0.808,80,79,76.08,23,227,1
17080,77,9.9,53200,0.716,76,73,97.49,41,484,1
8374,30,10.8,36100,0.868,72,42,63.32,12,168,1
12850,56,12.2,50000,0.731,73,78,62.85,30,348,1
18165,95,12.3,63900,0.553,89,100,98.55,49,313,1
18550,85,14.2,67800,0.582,93,95,99.07,36,862,1
10518,28,16.5,50300,0.825,71,59,69.89,36,224,1
17900,89,9.2,82000,0.596,74,86,93.61,31,1191,1
14340,58,11.7,46800,0.782,74,58,50.87,39,198,1
13500,56,9.3,50000,0.929,52,95,76.09,37,91,1
10335,64,8.3,39100,0.743,73,71,69.07,29,126,1
10860,58,12.9,45500,0.62,96,56,69.45,23,317,1
11645,39,19.3,47300,0.867,65,NA,61.99,26,435,1
18700,68,11.2,59300,0.842,87,87,96.82,39,487,1
12348,50,13.1,70900,0.85,61,NA,72.99,18,1118,1
10578,64,13.8,60100,0.839,75,84,81.87,19,1003,1
11190,42,13.6,47300,0.806,54,60,74.86,22,165,1
